rec_id,culture,given_name,surname,sex,date_of_birth
rec-1217-org,afr,osagwie,manyika,f,19890727
rec-1218-org,afr,chibugo,grace,,19970129
rec-1219-org,afr,sizwe,kitur,f,19870626
rec-1220-org,afr,dilibe,stuart,f,19561102
rec-1221-org,afr,fita,besigye,f,19540324
rec-1222-org,afr,mashuhuri,vels,f,19660228
rec-1223-org,afr,kainwendo,earl,,20010416
rec-1224-org,afr,lamburira,ellis,m,19870731
rec-1225-org,afr,naundi,zabow,m,20020719
rec-1226-org,afr,tobenna,nkabinde,,19870317
rec-1227-org,afr,maryamu,ajuru,f,19510207
rec-1228-org,afr,muhashaham,cherrington,,
rec-1229-org,afr,azedine,erdogan,,19480720
rec-1230-org,afr,camara,lakay,f,19700106
rec-1231-org,afr,azalyn,lilimani,,19930623
rec-1232-org,afr,evaristo,kpetigo,f,19460512
rec-1233-org,afr,olubunmi,alabi,f,19760715
rec-1234-org,afr,khoranhla,kibitok,,
rec-1235-org,afr,okorie,kapkobi,,19700411
rec-1236-org,afr,tuhrict,katsina,f,19570423
rec-1237-org,afr,fela,bajah,m,
rec-1238-org,afr,bushira,aguogoke,f,19491004
rec-1239-org,afr,anang,gatheru,f,19670410
rec-1240-org,afr,igmi,ikwechegh,f,19440220
rec-1241-org,afr,yorko,juniper,f,19650820
rec-1242-org,afr,ewansika,sissing,f,19910519
rec-1243-org,afr,mundhir,obuh,f,19970215
rec-1244-org,afr,chichi,faul,f,19600104
rec-1245-org,afr,okuda,munaaba,f,19770622
rec-1246-org,afr,kariuki,warrington,f,19860902
rec-1247-org,afr,oranmiyan,kitamirike,f,19890410
rec-1248-org,afr,heshimu,nyariki,m,19960720
rec-1249-org,afr,monima,spencer,,19501013
rec-1250-org,afr,yugerten,dodson,m,19540925
rec-1251-org,afr,kapeni,ruparelia,,19460925
rec-1252-org,afr,elechi,wearne,f,
rec-1253-org,afr,dumisani,quaroni,,19960331
rec-1254-org,afr,osumare,agunbiade,m,19760304
rec-1255-org,afr,bitisurur,mampone,,19440411
rec-1256-org,afr,fikile,welch,f,19800919
rec-1257-org,afr,chikezie,mogaka,f,
rec-1258-org,afr,klevon,nkhata,f,20000128
rec-1259-org,afr,teiko,baartzes,f,19550218
rec-1260-org,afr,gorom,kalambo,,20010310
rec-1261-org,afr,immeghar,fotso,f,
rec-1262-org,afr,effiwat,esters,,19881229
rec-1263-org,afr,filbert,guldenpfenning,m,19551125
rec-1264-org,afr,oafe,malatji,f,19500904
rec-1265-org,afr,uchechukw,mutwol,f,19521119
rec-1266-org,afr,rapuluchu,thindwa,,19800216
rec-1267-org,afr,akinyemi,aguda,f,19930421
rec-1268-org,afr,akosia,akinyede,m,19430523
rec-1269-org,afr,badda,muite,f,19660308
rec-1270-org,afr,andrianampoinaimerina,opaleye,f,19430319
rec-1271-org,afr,njogu,ukuh,f,
rec-1272-org,afr,adwoa,mafoko,f,19880815
rec-1273-org,afr,nonhle,leak,m,19870928
rec-1274-org,afr,uqessun,pepino,f,19950801
rec-1275-org,afr,oman,njui,,19861221
rec-1276-org,afr,bayyina,udojoh,,19591207
rec-1277-org,afr,diji,aku,f,19830511
rec-1278-org,afr,shahidi,sibalwa,f,19850404
rec-1279-org,afr,bayo,chobeka,f,20010105
rec-1280-org,afr,laniece,lodge,,19930927
rec-1281-org,afr,tobechukwu,kanda,f,
rec-1282-org,afr,madidu,mwangelwa,,19870121
rec-1283-org,afr,nasseri,greenlees,f,
rec-1284-org,afr,modupe,iloenyosi,m,19400808
rec-1285-org,afr,hilla,stokes,f,19690208
rec-1286-org,afr,shujaa,moolman,m,20000118
rec-1287-org,afr,chinaza,morgan,m,19500824
rec-1288-org,afr,peyisai,flanegan,f,19601027
rec-1289-org,afr,ravetoson,muchimba,f,
rec-1290-org,afr,thokozani,eboigbe,f,19840106
rec-1291-org,afr,rehani,frazer,f,19510822
rec-1292-org,afr,meqwran,kenyatta,f,19570130
rec-1293-org,afr,ziyapaya,mienie,f,19770406
rec-1294-org,afr,obialo,muteesa,f,19710529
rec-1295-org,afr,sondo,walkers,m,19480204
rec-1296-org,afr,qwuan,ajulu-bushell,f,19971126
rec-1297-org,afr,olajuan,modemann,f,19550624
rec-1298-org,afr,kassa,sunkuli,f,19890526
rec-1299-org,afr,chinarah,chirchir,m,19501216
rec-1300-org,afr,oluchi,kola,f,19911027
rec-1301-org,afr,dikeldi,massala,m,19540717
rec-1302-org,afr,maimgehama,awojobi,f,19530522
rec-1303-org,afr,ezelagbo,dietrich,f,19890920
rec-1304-org,afr,ahmadu,maiyani,f,19720123
rec-1305-org,afr,nyamu,mcquirk,f,19910625
rec-1306-org,afr,nnamutaezinwa,mofu,m,19550109
rec-1307-org,afr,montsho,masade,f,19910922
rec-1308-org,afr,chimaijem,lachenicht,f,19500805
rec-1309-org,afr,kissa,onyaliomagbemi,f,19510814
rec-1310-org,afr,dunsimi,strange,f,
rec-1311-org,afr,anyango,lourens,f,19650421
rec-1312-org,afr,hadiah,isaneez,,19530620
rec-1313-org,afr,asokore,mmadu,,19981011
rec-1314-org,afr,tuwile,elyak,f,19500823
rec-1315-org,afr,sekani,forsido,f,19540104
rec-1316-org,afr,zaji,winnaar,m,19470829
rec-1317-org,afr,hemmuc,godday,,19540324
rec-1318-org,afr,ndunga,nock,f,19900821
rec-1319-org,afr,kululu,siwombo,m,19620129
rec-1320-org,afr,meyye,afrique,,19580804
rec-1321-org,afr,maryamu,korkie,f,20000215
rec-1322-org,afr,kishwana,mankomba,m,19441031
rec-1323-org,afr,kunle,luwum,,19570819
rec-1324-org,afr,gebregiorgios,gitahi,,
rec-1325-org,afr,umaru,roggie,,19790310
rec-1326-org,afr,tekesha,,f,
rec-1327-org,afr,hasnaa,machila,f,19510225
rec-1328-org,afr,paka,rubidge,f,19680406
rec-1329-org,afr,masozi,gervaise,,19750609
rec-1330-org,afr,kifimbo,sosan,f,19740409
rec-1331-org,afr,idihi,yoka,f,19860328
rec-1332-org,afr,chioma,witbooi,f,19990329
rec-1333-org,afr,mshindi,kipchoge,,19990402
rec-1334-org,afr,rencei,pillinger,f,19500116
rec-1335-org,afr,dambudzo,menza,,19751018
rec-1336-org,afr,to,snell,,19730714
rec-1337-org,afr,mthinklulu,talboltt,,19740211
rec-1338-org,afr,onyinyechukwuka,okodogbe,m,19771228
rec-1339-org,afr,kirinyaga,kluyts,m,19471207
rec-1340-org,afr,bagindawo,osaguona,f,19711006
rec-1341-org,afr,ridhaa,goussard,f,19731005
rec-1342-org,afr,hembadoon,mapenzi,m,19521008
rec-1343-org,afr,emojung,batabaire,f,19751124
rec-1344-org,afr,dini,erlank,f,19951130
rec-1345-org,afr,akinkawon,stanton,,19580509
rec-1346-org,afr,adewunmi,wolfaardt,m,
rec-1347-org,afr,yacob,mbeki,f,19780624
rec-1348-org,afr,ebiere,thomas,,19451110
rec-1349-org,afr,ottah,eigler,m,19530118
rec-1350-org,afr,chuguel,flint,f,19950422
rec-1351-org,afr,teleza,hancorn,f,19480206
rec-1352-org,afr,fala,kuntepa,f,19620207
rec-1353-org,afr,zewdie,biamila,f,19680315
rec-1354-org,afr,demessie,strauchbaum,f,19980607
rec-1355-org,afr,egziabher,schoonwinkel,f,19761027
rec-1356-org,afr,akueni,ochichi,f,19670905
rec-1357-org,afr,mawagali,ikhouria,,19510926
rec-1358-org,afr,effiwat,jarso,f,
rec-1359-org,afr,panyin,ertzgaard,f,19820709
rec-1360-org,afr,muriuki,penderis,f,19620715
rec-1361-org,afr,,marupeng,f,19750714
rec-1362-org,afr,dsu,arise,f,19760826
rec-1363-org,afr,ahmadou,lyle,m,19780801
rec-1364-org,afr,sybrell,friday,m,19510623
rec-1365-org,afr,kabelo,singer,m,19980726
rec-1366-org,afr,onyedinma,malungo,f,19950911
rec-1367-org,afr,vinza,magnus,m,19891019
rec-1368-org,afr,magomu,ogbuke,m,19430928
rec-1369-org,afr,irwah,winogrodsky,,19600803
rec-1370-org,afr,habib,kivebulaya,m,19460103
rec-1371-org,afr,nuaha,hornigold,,19820816
rec-1372-org,afr,yakini,muriuki,f,19851223
rec-1373-org,afr,mwanakham,slee,f,19680319
rec-1374-org,afr,njonjo,abeylegesse,f,19550914
rec-1375-org,afr,nashy,masuwa,f,19990303
rec-1376-org,afr,ukamaka,bayiga,f,19501113
rec-1377-org,afr,ugonna,chuumbwe,,
rec-1378-org,afr,andriama,alant,m,19561226
rec-1379-org,afr,nwugo,lemboumba,f,19641016
rec-1380-org,afr,businge,welche,f,19410707
rec-1381-org,afr,cesere,roman,f,19991220
rec-1382-org,afr,ziwa,james,,19400221
rec-1383-org,afr,nomsa,siulapwa,,19570618
rec-1384-org,afr,ibeonukara,tsogolani,f,19880609
rec-1385-org,afr,tegama,owusu,f,19780619
rec-1386-org,afr,kidhi,gicheru,,20021209
rec-1387-org,afr,nsombi,perkett,f,19910414
rec-1388-org,afr,ntombentl,mugeni,,19520517
rec-1389-org,afr,chola,asiago,,19790203
rec-1390-org,afr,tsamellal,issa,f,19511031
rec-1391-org,afr,kenwa,yakubu,m,19721209
rec-1392-org,afr,fauzi,lusher,m,19581214
rec-1393-org,afr,njemile,,f,
rec-1394-org,afr,mapira,kifle,f,19880824
rec-1395-org,afr,thulile,nyakuni,f,19941006
rec-1396-org,afr,hazina,msuku,f,19790712
rec-1397-org,afr,thula,jansen,,20021110
rec-1398-org,afr,kwende,bang,f,19930317
rec-1399-org,afr,afework,kew,f,19860304
rec-1400-org,afr,mun,sami,f,19990727
rec-1401-org,afr,arabi,obure,,19530731
rec-1402-org,afr,ade,penderis,m,19670329
rec-1403-org,afr,sigqibo,kirubi,f,19791220
rec-1404-org,afr,wanjala,bitature,f,19401114
rec-1405-org,afr,dalycia,mbote,f,
rec-1406-org,afr,afia,,,19660617
rec-1407-org,afr,shangilia,firth,m,19640118
rec-1408-org,afr,,stellenboom,,19901008
rec-1409-org,afr,chinasoku,chisenga,,19980925
rec-1410-org,afr,omitowade,uzoenyi,f,19510802
rec-1411-org,afr,antar,sulieman,f,20001013
rec-1412-org,afr,nwakibie,sau,f,
rec-1413-org,afr,kipenzi,masango,f,19950426
rec-1414-org,afr,fedada,mkhize,m,
rec-1415-org,afr,,,f,19890212
rec-1416-org,afr,chielo,kassa,f,19910228
rec-1417-org,afr,abrefa,farmer,m,19961011
rec-1418-org,afr,desta,luyobo,f,19960425
rec-1419-org,afr,kanjuchi,lategan,f,19440229
rec-1420-org,afr,kumbukani,,m,19500619
rec-1421-org,afr,mariama,rutters,f,19900928
rec-1422-org,afr,yohance,oneko,f,20020413
rec-1423-org,afr,tuako,mazibuko,f,19600330
rec-1424-org,afr,nneze,kenga,,19861108
rec-1425-org,afr,nyankomag,fitzgerald,,19470426
rec-1426-org,afr,gete,chesoni,f,19700622
rec-1427-org,afr,adaeze,butime,f,19850902
rec-1428-org,afr,karume,shalabi,f,19880223
rec-1429-org,afr,moges,kieck,f,19870202
rec-1430-org,afr,tumelo,oguguo,m,19641106
rec-1431-org,afr,yinka,holtzkampf,f,
rec-1432-org,afr,mwammoja,bwembya,,19930514
rec-1433-org,afr,osahar,aceda,f,19480116
rec-1434-org,afr,olabode,makamba,f,19420813
rec-1435-org,afr,chinara,orewa,f,19770829
rec-1436-org,afr,nyimbo,chikanda,f,19470719
rec-1437-org,afr,udenwa,ayanu,f,19570812
rec-1438-org,afr,mkristo,mathurine,,19550226
rec-1439-org,afr,oluwafunmilayo,gerber,f,19530728
rec-1440-org,afr,mkufunzi,xaba,f,19610716
rec-1441-org,afr,nkosana,yegini,f,19560929
rec-1442-org,afr,nwofia,haydar,f,19870617
rec-1443-org,afr,awlagh,longman,m,19800908
rec-1444-org,afr,chindu,downton,m,19640419
rec-1445-org,afr,thulani,nazareth,m,19880115
rec-1446-org,afr,sheena,umaru,f,19730420
rec-1447-org,afr,doli,pautz,f,19740710
rec-1448-org,afr,amokor,sluijter,,19680531
rec-1449-org,afr,ega,nourtier,f,19870816
rec-1450-org,afr,omoro,mpeba,,19990110
rec-1451-org,afr,jumba,ngambi,m,19540904
rec-1452-org,afr,kinyemi,kipkirui,f,19751130
rec-1453-org,afr,,doda,,19960615
rec-1454-org,afr,ebuka,prollins,f,
rec-1455-org,afr,bosede,fullerton,m,19600503
rec-1456-org,afr,thenga,peyper,,19571009
rec-1457-org,afr,imomotimi,afolahan,f,19701110
rec-1458-org,afr,zalika,levitas,f,19950405
rec-1459-org,afr,olunfunke,mukosha,f,19850705
rec-1460-org,afr,akins,simuchimba,f,19540318
rec-1461-org,afr,,kashimoto,,19900131
rec-1462-org,afr,sundiata,melly,,19821204
rec-1463-org,afr,rapuluchu,ojukwu,f,
rec-1464-org,afr,odacho,nnamani,f,19731028
rec-1465-org,afr,mekonen,timaya,f,
rec-1466-org,afr,onjefu,gowie,m,19670509
rec-1467-org,afr,tekiyah,looseyia,f,19600725
rec-1468-org,afr,beluchi,eteimo,f,19990308
rec-1469-org,afr,tumelo,moore,m,19730923
rec-1470-org,afr,zikoranachidimma,quaife,f,19991023
rec-1471-org,afr,okechuku,okurut,f,19950826
rec-1472-org,afr,sanyu,rayner,f,
rec-1473-org,afr,dron,ramrakha,f,19820817
rec-1474-org,afr,dol,tebrugge,f,19561124
rec-1475-org,afr,makwangwala,fisk,f,19710427
rec-1476-org,afr,wangai,,f,19900509
rec-1477-org,afr,keyah,dokiwari,m,19580122
rec-1478-org,afr,mbaruku,jost,f,19921029
rec-1479-org,afr,xinavne,lovemore,m,19740207
rec-1480-org,afr,omosupe,thieleman,f,19780408
rec-1481-org,afr,mori,leeuwen,m,19770219
rec-1482-org,afr,bomilcar,helm,m,19750626
rec-1483-org,afr,ajunee,scullard,m,19870305
rec-1484-org,afr,chimalsi,temu,f,20000108
rec-1485-org,afr,turiya,ikenne,f,20020106
rec-1486-org,afr,odour,nemine,f,19511101
rec-1487-org,afr,kampihe,serrurier,f,19420616
rec-1488-org,afr,kamisi,ocwinyo,f,19750218
rec-1489-org,afr,shasheman,repsold,f,19630604
rec-1490-org,afr,mutahi,kluckow,,19660811
rec-1491-org,afr,onuora,mokaila,f,19981108
rec-1492-org,afr,ndegwa,mbuvi,f,19980601
rec-1493-org,afr,momodou,declercq,,19650830
rec-1494-org,afr,feechi,heyi,f,19900227
rec-1495-org,afr,idogbe,muyembe,f,19601221
rec-1496-org,afr,tariku,gertenbach,f,19460128
rec-1497-org,afr,biftu,kamais,f,19680411
rec-1498-org,afr,akhona,kiar,,19550423
rec-1499-org,afr,kagunda,rademeyer,f,
rec-1500-org,afr,yefu,chimes,f,19890109
rec-1501-org,afr,zewditu,gessesse,,19440627
rec-1502-org,afr,enyinnaya,uppink,m,19680529
rec-1503-org,afr,saiwa,lightfoot,f,19830721
rec-1504-org,afr,mashaka,hamabilo,f,
rec-1505-org,afr,tamazuzt,bakare,f,19430327
rec-1506-org,afr,fayola,griessel,f,19550628
rec-1507-org,afr,monnyak,isibor,f,19730914
rec-1508-org,afr,onkwani,knoetze,f,19660103
rec-1509-org,afr,aspar,ahrens,f,
rec-1510-org,afr,tacfarinas,bwanali,m,19951222
rec-1511-org,afr,maskini,cawthorn,f,19550418
rec-1512-org,afr,chimanga,nokwe,,19540222
rec-1513-org,afr,kwodwo,madeley,,19611203
rec-1514-org,afr,botwe,sikale,,
rec-1515-org,afr,ndoro,sepp,f,
rec-1516-org,afr,somoe,rootenberg,f,19730520
rec-1517-org,afr,mpilo,edwards,f,19401003
rec-1518-org,afr,halili,cassim,f,19850129
rec-1519-org,afr,omavi,saayman,f,19500827
rec-1520-org,afr,gemeda,raats,f,
rec-1521-org,afr,thancros,uloko,,
rec-1522-org,afr,mshabaha,quigg,f,19571113
rec-1523-org,afr,ghumer,ibrahimimam,,
rec-1524-org,afr,tafadzwa,isaneez,m,19640327
rec-1525-org,afr,,spiller,f,19900825
rec-1526-org,afr,dukuzumuremyi,angwenyi,m,19580721
rec-1527-org,afr,babatoura,mutyaba,m,19880827
rec-1528-org,afr,paka,chikalipo,f,19990722
rec-1529-org,afr,nomthanda,lelong,f,19931101
rec-1530-org,afr,zawditu,aniche,f,19730319
rec-1531-org,afr,uwase,mulyango,f,19761004
rec-1532-org,afr,hadiya,omoduemuke,f,19551227
rec-1533-org,afr,mukasa,maas,m,19711001
rec-1534-org,afr,knia,demeillon,f,19401022
rec-1535-org,afr,makalo,morgan,f,
rec-1536-org,afr,ekenedili,fisk,f,19910323
rec-1537-org,afr,omorede,mizen,f,19960706
rec-1538-org,afr,jaja,chiyombo,f,19541214
rec-1539-org,afr,ayni,oha,f,19660102
rec-1540-org,afr,winda,duraan,,19880530
rec-1541-org,afr,malmoud,chongo,f,19490704
rec-1542-org,afr,glele,hamlett,f,20001124
rec-1543-org,afr,russom,mwatela,m,19880726
rec-1544-org,afr,wemusa,janeke,f,19430218
rec-1545-org,afr,cabha,holland,m,19930528
rec-1546-org,afr,ntai,mitchell,f,19510423
rec-1547-org,afr,zarassa,nkonge,m,19400916
rec-1548-org,afr,egonwanne,baikie,f,19690320
rec-1549-org,afr,abdikarim,,f,19520422
rec-1550-org,afr,cherrise,schnehage,f,19820516
rec-1551-org,afr,misagenes,woudberg,,20000725
rec-1552-org,afr,adebowale,dinsamo,,19690525
rec-1553-org,afr,azmera,kiar,f,19670726
rec-1554-org,afr,nokrashy,salim,f,19920201
rec-1555-org,afr,azuka,kashimoto,f,19870715
rec-1556-org,afr,kagiso,ellis,f,19871229
rec-1557-org,afr,chinyelu,,f,19790103
rec-1558-org,afr,akwete,grimwood,f,19851202
rec-1559-org,afr,tecle,abrie,f,19731228
rec-1560-org,afr,onwoachi,ndong,f,19780730
rec-1561-org,afr,yao,chemweno,,19911021
rec-1562-org,afr,mejdan,muunda,m,19550409
rec-1563-org,afr,hisani,sikhosana,m,19730411
rec-1564-org,afr,akpofure,denaught,f,
rec-1565-org,afr,kisima,makina,m,19800715
rec-1566-org,afr,ashunti,holtzhausen,m,19540505
rec-1567-org,afr,tafrara,sianga,f,19911112
rec-1568-org,afr,tamimunt,nambozo,m,19791213
rec-1569-org,afr,jafaru,senfuma,f,19880422
rec-1570-org,afr,,usifo,f,
rec-1571-org,afr,comocrea,lipalile,,19971225
rec-1572-org,afr,gatsha,locke,m,
rec-1573-org,afr,meqwran,price,f,19520718
rec-1574-org,afr,narobi,pnyango,m,19780805
rec-1575-org,afr,joquisha,bezabeh,f,19500518
rec-1576-org,afr,aksia,gebremichael,m,
rec-1577-org,afr,nguema,sprenger,f,20010409
rec-1578-org,afr,dalibunga,soule,,19631030
rec-1579-org,afr,nyamapfen,kimera,,19580916
rec-1580-org,afr,zikora,masese,f,19411209
rec-1581-org,afr,onwuma,forrester,,19641216
rec-1582-org,afr,maina,chiona,m,19840117
rec-1583-org,afr,shanique,akiibua,,19430224
rec-1584-org,afr,ngbendu,eregbu,m,19591216
rec-1585-org,afr,aho,stunden,f,19970220
rec-1586-org,afr,usi,reddy,,19601114
rec-1587-org,afr,nanyanika,mudasiru,f,19640530
rec-1588-org,afr,miruts,kagina,f,19641108
rec-1589-org,afr,kyereti,mbengwa,f,19470104
rec-1590-org,afr,kaneesha,tabakamulamu,f,19951016
rec-1591-org,afr,sutka,,m,19800401
rec-1592-org,afr,lolovivi,asrat,f,19570820
rec-1593-org,afr,tefle,shagari,,19900708
rec-1594-org,afr,kalonji,folawiyo,m,19740224
rec-1595-org,afr,obinna,parsonson,f,19500113
rec-1596-org,afr,gebreselassie,eshete,,19521224
rec-1597-org,afr,kengi,schoultz,f,19920922
rec-1598-org,afr,tinashe,bogere,f,19730919
rec-1599-org,afr,ibulaim,timbilil,,19661203
rec-1600-org,afr,monifa,aboosh,f,19490715
rec-1601-org,afr,chitundu,nazareth,m,19880128
rec-1602-org,afr,magriet,nathan,f,19640226
rec-1603-org,afr,ahurole,fitzpatrick,f,19901121
rec-1604-org,afr,ifiok,ganga,,19641229
rec-1605-org,afr,bangababo,casey,f,19401114
rec-1606-org,afr,ndubia,kassa,,
rec-1607-org,afr,julisha,persoon,f,
rec-1608-org,afr,mwalimu,kalinda,f,19960426
rec-1609-org,afr,yami,masango,f,19470517
rec-1610-org,afr,donu,kassum,f,19590829
rec-1611-org,afr,tyehimba,preiss,,19690731
rec-1612-org,afr,zamani,kekana,f,19610616
rec-1613-org,afr,ani,sherwood,f,19441024
rec-1614-org,afr,mhonum,lockwood,f,19860120
rec-1615-org,afr,seretse,daska,f,19811212
rec-1616-org,afr,shahidi,chiazzari,f,
rec-1617-org,afr,takadiyi,fanikayode,f,19690515
rec-1618-org,afr,roble,truscott,m,
rec-1619-org,afr,sobhuza,middlebrook,f,
rec-1620-org,afr,mlengalenga,walusiku,,19630313
rec-1621-org,afr,dzidodo,swanepoel,f,19471127
rec-1622-org,afr,jashon,fanta,f,19771105
rec-1623-org,afr,ayite,ekwensi,f,19770712
rec-1624-org,afr,yawa,alubaha,f,19790827
rec-1625-org,afr,tantor,frankim,f,19491006
rec-1626-org,afr,wangondu,omamo,f,19731212
rec-1627-org,afr,olanrewaju,ndele,,19550609
rec-1628-org,afr,makemba,piscaer,f,19810804
rec-1629-org,afr,mutia,ofere,f,19641114
rec-1630-org,afr,ashauntae,macdougal,,19540611
rec-1631-org,afr,thando,edwards,,
rec-1632-org,afr,,chituwo,m,19450330
rec-1633-org,afr,mwata,emily,f,
rec-1634-org,afr,chukwueloka,ickonga,f,
rec-1635-org,afr,mgeni,scholtz,m,
rec-1636-org,afr,zeffun,agbo,f,19700418
rec-1637-org,afr,nuagobe,adjei,,19450116
rec-1638-org,afr,didyme,ecweru,f,19580312
rec-1639-org,afr,evinder,gatheru,f,19770811
rec-1640-org,afr,jinga,korde,f,
rec-1641-org,afr,keraja,kleinschrodt,m,19430531
rec-1642-org,afr,kianjahe,korten,f,
rec-1643-org,afr,mvula,strauss,,19530109
rec-1644-org,afr,olusijibomi,badat,f,19590103
rec-1645-org,afr,nkokheli,robson,m,19490811
rec-1646-org,afr,,chikondi,f,19731029
rec-1647-org,afr,waceera,makinka,f,
rec-1648-org,afr,kato,wandaba,f,19620220
rec-1649-org,afr,thulani,mwema,m,19930218
rec-1650-org,afr,kirabo,swamers,f,19410910
rec-1651-org,afr,rashon,maingi,f,
rec-1652-org,afr,jendyose,ohu,f,19450628
rec-1653-org,afr,mensa,janmohamed,f,20000405
rec-1654-org,afr,aduda,nakabale,f,19440206
rec-1655-org,afr,dabulamanzi,dhaira,,19580906
rec-1656-org,afr,ilori,mubu,f,19760618
rec-1657-org,afr,kwaniesha,nwachukwu,f,19610209
rec-1658-org,afr,ashame,ndow,,19800425
rec-1659-org,afr,murimi,marende,,19700531
rec-1660-org,afr,oke,mataka,f,19510907
rec-1661-org,afr,fuvi,owusu,,19831220
rec-1662-org,afr,akinkawon,umeh,m,19601115
rec-1663-org,afr,modupe,kuypers,,19910106
rec-1664-org,afr,upendo,drodsky,f,19410925
rec-1665-org,afr,tisent,kissinger,,19580920
rec-1666-org,afr,mana,rinken,,19781113
rec-1667-org,afr,workneh,zuraaba,,19950330
rec-1668-org,afr,gauda,handema,f,19471022
rec-1669-org,afr,amachi,guelleh,f,19800807
rec-1670-org,afr,ngulinga,stockenstrom,,
rec-1671-org,afr,bolewa,ukpai,m,19881213
rec-1672-org,afr,ubora,dladla,,19610515
rec-1673-org,afr,pemphero,haazele,f,
rec-1674-org,afr,akawel,amuneke,f,19650613
rec-1675-org,afr,mosimane,zeal,f,19620112
rec-1676-org,afr,dukuzumurenyi,indelbu,f,19640304
rec-1677-org,afr,meqran,zenawi,f,19611010
rec-1678-org,afr,abikanile,walden,,19901023
rec-1679-org,afr,udokamma,elliot,f,19751215
rec-1680-org,afr,omoruyi,kakyomya,f,19950911
rec-1681-org,afr,,chiume,f,19640407
rec-1682-org,afr,maziba,,,
rec-1683-org,afr,moti,mkapa,f,19810510
rec-1684-org,afr,latifu,wakihuri,f,20000804
rec-1685-org,afr,ghnima,tebrugge,f,19571015
rec-1686-org,afr,kanjuchi,keko,f,19990915
rec-1687-org,afr,ndubia,whyburd,,19681006
rec-1688-org,afr,tamrat,ogot,f,19590611
rec-1689-org,afr,komboa,durojaiye,m,19871104
rec-1690-org,afr,nozibele,kumm,f,19480218
rec-1691-org,afr,zareb,steele,,20020324
rec-1692-org,afr,omolara,luttig,f,
rec-1693-org,afr,walu,njoku,f,19551208
rec-1694-org,afr,chiemezie,petros,f,19830803
rec-1695-org,afr,azomino,mills,f,19870301
rec-1696-org,afr,abegunde,kabongo,,20000527
rec-1697-org,afr,dashi,belete,f,19571212
rec-1698-org,afr,iroagbulam,mariga,f,19421102
rec-1699-org,afr,kinoro,nyrienda,m,19700709
rec-1700-org,afr,omosupe,snaith,,19651001
rec-1701-org,afr,hembadon,obaje,m,19910515
rec-1702-org,afr,kifle,limo,f,19901210
rec-1703-org,afr,taaman,ahmed,,19700402
rec-1704-org,afr,mwara,ngong,m,19591009
rec-1705-org,afr,lamptey,rostoll,f,19590116
rec-1706-org,afr,migwi,siewari,m,19741013
rec-1707-org,afr,nkiruka,nanyiza,m,19910401
rec-1708-org,afr,kambina,toms,f,19900605
rec-1709-org,afr,onwughara,omolade,f,19620114
rec-1710-org,afr,bongani,aguogoke,f,19820825
rec-1711-org,afr,,wagener,m,19850126
rec-1712-org,afr,khari,moorcraft,f,19751113
rec-1713-org,afr,azmera,raal,f,19450406
rec-1714-org,afr,tinofa,echezona,f,19760131
rec-1715-org,afr,getu,chihana,m,19470309
rec-1716-org,afr,firdyiwek,hartung,f,19810117
rec-1717-org,afr,ibeonukara,melu,f,19471025
rec-1718-org,afr,zelalem,mwalula,m,19740215
rec-1719-org,afr,mwajuma,abogunloko,m,19641207
rec-1720-org,afr,onani,matchett,,19731024
rec-1721-org,afr,mtima,nhova,f,19980904
rec-1722-org,afr,chega,tijani,,
rec-1723-org,afr,masinisan,kuijpers,m,19541109
rec-1724-org,afr,salek,morehen,,19860428
rec-1725-org,afr,gadla,bain,f,20010628
rec-1726-org,afr,kinfu,,f,
rec-1727-org,afr,mkwasi,webster,,19590803
rec-1728-org,afr,mahari,muthamia,f,19990104
rec-1729-org,afr,vidarnaq,leonard,f,19631120
rec-1730-org,afr,uwingabiy,,f,19660506
rec-1731-org,afr,nassoma,dudding,m,19790610
rec-1732-org,afr,kanimana,kimnyole,f,19910218
rec-1733-org,afr,laryea,lunkuse,m,19810804
rec-1734-org,afr,usiku,nanok,f,19440712
rec-1735-org,afr,abbeba,,f,19460709
rec-1736-org,afr,firmus,chilekwa,f,19940211
rec-1737-org,afr,berhare,vissen,f,19730522
rec-1738-org,afr,akosua,wiegand,f,19570103
rec-1739-org,afr,nosekeni,flannery,,19530303
rec-1740-org,afr,lesedi,shettleborn,f,19580424
rec-1741-org,afr,siyazini,tarrant,m,19740605
rec-1742-org,afr,ajia,masango,f,19421012
rec-1743-org,afr,nwoye,banyama,m,19730312
rec-1744-org,afr,kpodo,devenish,,19691122
rec-1745-org,afr,ajuma,hachipuka,f,19680711
rec-1746-org,afr,tadla,,,19840626
rec-1747-org,afr,kenyanna,kabongo,f,19951021
rec-1748-org,afr,noma,wekessa,f,19671109
rec-1749-org,afr,chidera,lukwakwa,f,19680411
rec-1750-org,afr,daraja,neville,f,
rec-1751-org,afr,obiako,bazira,f,19460801
rec-1752-org,afr,mathaathi,sebutinde,,19620430
rec-1753-org,afr,fenuku,,f,19410216
rec-1754-org,afr,adewunmi,baillie,m,19420301
rec-1755-org,afr,sheshe,kingara,f,20020316
rec-1756-org,afr,firdawsi,simbyakula,f,19580716
rec-1757-org,afr,chipo,adeyanju,f,19850703
rec-1758-org,afr,githinji,mbachu,f,19950309
rec-1759-org,afr,iregi,pope,f,19700129
rec-1760-org,afr,ndegwa,uwak,f,19801020
