rec_id, culture, sex, date_of_birth, given_name, surname, blocking_number 
rec-2965-org,   afr, f, 19000212, muhammadu, godday, 4
rec-2537-org,   afr, m, 19920110, kontar, komen, 0
rec-2645-org,   afr, m, 19840606, mbogo, mutukwa, 2
rec-1218-org,   afr, f, 19211218, taffounnout, kersop, 1
rec-1481-org,   afr, , 19620823, chumachienda, zondo, 5
rec-488-org,   afr, f, 19370219, mocci, calitz, 4
rec-2580-org,   afr, , 19210719, namono, adebiyi, 1
rec-1663-org,   afr, f, 19000711, chukwuma, eksteen, 1
rec-2238-dup-0, afr, , 19581203, nkandinshuti, villavicencio, 6
rec-1580-dup-0, afr, f, 19580518, uryagohel, makweembo, 8
rec-1733-org,   afr, f, 19440527, nwankwo, akinkunmi, 5
rec-1772-org,   afr, m, 19030220, ndweleifwa, rensburg, 2
rec-276-org,   afr, m, 19410723, selassie, osanebi, 4
rec-1559-org,   afr, m, , mutahi, gonno, 4
rec-424-dup-0, afr, f, 19411109, tidyme, ankole, 3
rec-2798-org,   afr, f, 19470712, luzuko, roup, 5
rec-2872-org,   afr, f, 19680604, mkubwa, cheman, 0
rec-1211-dup-0, afr, f, 19351017, shalilah, japp e, 5
rec-1159-org,   afr, f, 19191227, ibeawuchi, kampo, 6
rec-269-org,   afr, , , joldia, nakibuuka, 9
rec-402-org,   afr, f, 19140208, moktar, roarty, 6
rec-398-dup-0, afr, f, 19501020, istioma, meyntjes, 5
rec-1818-dup-0, afr, f, 19500209, gwamniruq, dangelo, 7
rec-2316-dup-0, afr, f, 19530213, ngugi, moy o, 6
rec-2968-dup-0, afr, f, 19721129, amra y, winogrodsky, 4
rec-2860-org,   afr, f, 19880523, aldjiya, mohammed, 4
rec-1840-org,   afr, f, 19210831, udeme, plaatjies, 6
rec-2853-dup-0, afr, m, , kidhi, gachar a, 4
rec-768-dup-0, afr, f, 19200 116, aissa, alkali, 9
rec-1320-dup-0, afr, f, 19680627, zinakhukw, manzini, 9
rec-1898-dup-0, afr, f, 19350525, hatshepsu, kas k, 1
rec-492-dup-0, afr, f, 19980520, nyanz a, like, 6
rec-2910-org,   afr, , 19621114, chielo, steyl, 5
rec-2315-dup-0, afr, m, 19810717, nnamd , atuma, 6
rec-2844-org,   afr, f, 19211010, shaccara, chikandi, 8
rec-82-org,   afr, , 19540121, ubanwa, nicholas, 7
rec-121-org,   afr, m, 19300511, ankama, bayisa, 9
rec-504-dup-0, afr, f, 19231011, hususa, orach , 0
rec-2917-dup-0, afr, m, 19441230, aho, mari e, 6
rec-1169-org,   afr, f, 19031021, rubanza, nancy, 6
rec-1251-org,   afr, f, 19160819, thiongo, pitt, 9
rec-2392-org,   afr, f, 19560815, gadise, kinyera, 6
rec-2544-org,   afr, f, 19860820, quadrees, olayinka, 9
rec-1829-org,   afr, f, 19020226, kawaida, chimbole, 0
rec-2838-dup-0, afr, f, 19241224, nkruma, luhanka, 2
rec-171-org,   afr, f, 19740309, kussil, nyariki, 0
rec-2942-dup-0, afr, f, 19050521, jamali, chulimanda, 9
rec-1060-org,   afr, , 19360906, tsekani, rottner, 7
rec-872-org,   afr, m, 19831112, zuher, ntandabale, 8
rec-1624-dup-0, afr, f, , aladina, oshikoya, 1
rec-884-org,   afr, f, 19001109, berihun, majombozi, 5
rec-2333-org,   afr, f, 19760629, munyiga, singer, 8
rec-1550-org,   afr, , 19960316, mkwasi, pfiel, 3
rec-2938-org,   afr, f, 19220409, kwao, taljaardt, 5
rec-2487-dup-0, afr, f, 19700619, tennech, kirop, 4
rec-1505-org,   afr, f, 19750308, asabi, goldie, 9
rec-1966-dup-0, afr, f, 19740224, lafoun, chisesa, 1
rec-1337-dup-0, afr, m, 19731109, mabula, dosoj, 6
rec-1083-org,   afr, f, , lelo, phatudi, 1
rec-1868-dup-0, afr, , 19130815, hla, folawiyo, 3
rec-2611-org,   afr, f, 19310316, mannet, lungu, 6
rec-2441-org,   afr, f, 19890608, ayikaitso, changwe, 0
rec-2929-dup-0, afr, f, 19550302, okek , shadford, 4
rec-689-org,   afr, f, 19150402, modibo, kayanja, 4
rec-358-org,   afr, f, 19441209, bekila, heinen, 6
rec-1981-org,   afr, f, 19131214, banabakhe, matambo, 3
rec-1179-org,   afr, f, 19620514, kwensi, emedolu, 3
rec-1294-dup-0, afr, , 1953 213, fesseha, mabasa, 5
rec-2419-org,   afr, f, 19410723, adhiambo, mhozya, 3
rec-2604-org,   afr, f, 19700617, monnyak, groble, 2
rec-806-dup-0, afr, f, 19790410, tu o, , 7
rec-299-org,   afr, f, 19240807, , mathew, 6
rec-1567-dup-0, afr, f, 19560530, ma iu, sibanze, 6
rec-83-org,   afr, f, 19180211, aggur, naiker, 4
rec-2260-dup-0, afr, m, 19100204, kofi, gofo, 0
rec-2664-org,   afr, f, 19150812, kenya, lingenvelder, 6
rec-2283-org,   afr, f, 19540831, nnenaya, kefas, 5
rec-2084-dup-0, afr, f, 19020705, loushira, mutebi, 2
rec-2506-org,   afr, f, 19570207, charron, ngeny, 2
rec-1225-org,   afr, f, 19100808, eniola, omeili, 4
rec-2421-org,   afr, f, 19660928, chola, rowe, 9
rec-1089-org,   afr, f, , nyimak, munthali, 2
rec-1578-org,   afr, f, 19030908, onwuamaegbu, wait, 5
rec-1641-org,   afr, , 19750522, akatelaji, malope, 5
rec-2552-org,   afr, , 19830115, kajombo, langa, 9
rec-874-org,   afr, , 19230214, saed, mpoy, 9
rec-2883-org,   afr, f, 19080614, mashuhuri, ganga, 5
rec-614-org,   afr, f, 19431221, mengisteab, powrie, 6
rec-1379-org,   afr, , 19890425, annan, michuki, 6
rec-801-org,   afr, f, 19251101, neemaka, vroom, 8
rec-1465-org,   afr, f, 19901117, nosizwe, macpherson, 3
rec-164-org,   afr, m, 19100822, amarachi, ebuya, 4
rec-1505-dup-0, afr, f, 19750308, asabi, koldie, 9
rec-193-org,   afr, m, 19851213, , mafoko, 8
rec-1803-org,   afr, m, 19310608, tadelesh, peachey, 7
rec-2036-org,   afr, f, 19610920, wanjiku, kriel, 3
rec-1812-org,   afr, f, 19350701, foday, horsford, 6
rec-356-org,   afr, m, 19950829, eshe, stock, 6
rec-88-org,   afr, m, 19030111, mejdan, tromp, 7
rec-2465-dup-0, afr, f, , chimalji, mungili, 3
rec-836-org,   afr, f, 19470424, taaman, marthinus, 0
rec-477-dup-0, afr, f, 19521031, ken a, onyangoobbo, 3
rec-1510-dup-0, afr, f, 19910 03, arria, ndugo, 0
rec-131-dup-0, afr, f, 19550402, chinakorom, sibajene, 6
rec-2695-org,   afr, m, 19220726, matunde, abebe, 6
rec-2203-org,   afr, f, 19060719, , deas, 5
rec-1741-org,   afr, f, 19381211, olabunmi, schoen, 1
rec-1642-org,   afr, f, 19110114, hasina, keitetsi, 1
rec-1370-org,   afr, , 19610302, masamaha, ekpukhon, 0
rec-1232-dup-0, afr, , 19130218, mayasa, sempija, 5
rec-1566-org,   afr, f, 19460112, bagenda, massa, 8
rec-68-dup-0, afr, f, 19840822, utendi, f'lsk, 9
rec-2207-org,   afr, m, 19340619, lubaya, mwangi, 8
rec-2240-org,   afr, f, 19170309, faraja, watermeyer, 5
rec-584-dup-0, afr, f, 19960306, tsja kari, kuipers, 1
rec-57-dup-0, afr, m, 19291124, masani, rompo, 7
rec-780-org,   afr, m, 19981124, bizima, durrheim, 7
rec-2807-dup-0, afr, f, 19421120, edenauseg, nuunda, 3
rec-2294-org,   afr, f, 19580929, lisimba, ekpukhon, 6
rec-123-org,   afr, m, 19300304, momodou, etiaba, 0
rec-2680-dup-0, afr, m, 19250816, de5hun, wanchinga, 9
rec-436-dup-0, afr, f, 19350 02, femy, agbaje, 8
rec-162-org,   afr, f, 19790806, mawunyo, kapatamoyo, 9
rec-2909-dup-0, afr, f, 198604 1, jama, trautmann, 6
rec-264-org,   afr, f, 19411117, amdegh, owusu, 8
rec-2519-dup-0, afr, f, 19661221, shant ina, lennblad, 7
rec-1290-org,   afr, f, 19591029, shaleela, makwiza, 2
rec-1877-org,   afr, , 19370502, chiwanda, luyando, 2
rec-2028-org,   afr, f, 19550329, nodayimni, mukosha, 4
rec-349-org,   afr, f, , karume, debroize, 8
rec-318-dup-0, afr, f, 19930617, kanz , radley, 6
rec-2087-dup-0, afr, f, 19660604, sukutai, rayn er, 3
rec-225-org,   afr, f, 19870513, ochieng, potter, 8
rec-669-org,   afr, f, 19730617, eluemuno, monu, 7
rec-437-org,   afr, f, 19370503, , kakana, 2
rec-2855-org,   afr, f, 19310624, najuma, loubser, 0
rec-1315-org,   afr, , 19441212, myassa, mutairu, 5
rec-1971-org,   afr, m, 19530224, mwanajuma, michieka, 8
rec-1991-dup-0, afr, m, 19150810, ungapake, ami e, 8
rec-1826-dup-0, afr, f, 19700910, id, letta, 8
rec-2703-org,   afr, f, 19710617, shahidi, shanu, 9
rec-683-dup-0, afr, , 19920404, kipen o, , 4
rec-831-org,   afr, , 19411126, ashur, rostoll, 8
rec-1278-org,   afr, f, 19791119, isioma, boghossian, 8
rec-2456-org,   afr, f, 19390306, gebretsadik, herman, 0
rec-2307-dup-0, afr, f, 19810518, yemy, bitamazire, 7
rec-195-dup-0, afr, , 19410818, akueke, mekuyra, 1
rec-1426-dup-0, afr, m, 19700409, obasteki, onuachu, 4
rec-638-dup-0, afr, f, 19150522, nwaka, tomrien, 9
rec-2031-org,   afr, , 19680716, dupe, volschenk, 6
rec-2743-org,   afr, m, 19350728, zwide, stigant, 3
rec-2868-org,   afr, f, , kagunda, iringo, 8
rec-2665-org,   afr, f, 19870727, nyanjera, nava, 0
rec-1281-org,   afr, , 19100927, tameeka, thesiger, 5
rec-501-dup-0, afr, f, 19061026, zeinab, whit on, 0
rec-1056-org,   afr, m, 19401014, adeyemi, hattingh, 4
rec-2110-org,   afr, m, 19340823, kwabena, niemandt, 5
rec-1049-org,   afr, f, , yacob, mayaba, 6
rec-70-org,   afr, f, 19150221, meron, kitum, 8
rec-458-dup-0, afr, f, 19400059, akiiki, muragu, 7
rec-1552-org,   afr, f, , thulile, sekgapane, 2
rec-2564-dup-0, afr, , 19300427, edenaujeg, atomsa, 6
rec-496-dup-0, afr, m, 19140328, mawucko, kahata, 2
rec-2174-org,   afr, f, 19520515, ejigu, namwamba, 1
rec-1799-org,   afr, f, 19630831, hassain, napunyi, 6
rec-2438-dup-0, afr, m, 19810629, mojimane, chepseba, 7
rec-704-dup-0, afr, m, 19211007, ekow, muwan a, 8
rec-2502-dup-0, afr, f, 19331225, mile e, leshina, 2
rec-928-org,   afr, f, 19040701, ogunkeye, muchoka, 2
rec-1542-org,   afr, , 19761013, edy, viktor, 0
rec-1753-org,   afr, f, 19121226, nafuma, chitundu, 9
rec-1646-org,   afr, , , bioula, ebina, 7
rec-1777-org,   afr, f, 19030315, tinhinan, , 5
rec-317-dup-0, afr, , , mamahudu, swamers, 3
rec-2815-org,   afr, f, 19710612, akobundu, kukubo, 0
rec-1808-org,   afr, m, 19961229, ghidey, ikoku, 6
rec-2214-org,   afr, f, 19030813, nomusa, edris, 7
rec-1591-dup-0, afr, m, 19200921, madaitso, sakala, 5
rec-223-org,   afr, f, 19870807, hodari, kootrsen, 1
rec-1375-org,   afr, f, 19780605, njogu, rademan, 8
rec-1214-org,   afr, f, 19160214, maduabuchi, barighaamange, 6
rec-568-org,   afr, m, , dliza, gadanya, 3
rec-603-dup-0, afr, , 19340807, muxia, , 0
rec-120-org,   afr, f, 19760206, noni, quartey, 6
rec-413-org,   afr, m, 19391202, sakile, trautmann, 4
rec-2636-dup-0, afr, f, 19551005, ibada, mot la, 9
rec-176-dup-0, afr, , 19270630, , hachendo, 8
rec-1813-org,   afr, m, 19560814, rapuokwu, onubiyi, 1
rec-1639-org,   afr, m, 19680424, oge, achermann, 8
rec-216-org,   afr, m, 19440603, obijiaku, till, 8
rec-870-org,   afr, m, 19820731, asali, bancha, 0
rec-1977-dup-0, afr, f, 19430609, ega, frankkin, 1
rec-2866-dup-0, afr, m, , katle o, pieters, 4
rec-2489-org,   afr, f, 19490301, tegama, libkind, 0
rec-2734-dup-0, afr, f, 19480716, yonckela, onyilo, 7
rec-1043-org,   afr, f, 19291209, akins, laporte, 1
rec-505-org,   afr, m, 19400822, zuri, inzikuru, 6
rec-496-org,   afr, m, 19140328, mawuko, kahata, 2
rec-1081-dup-0, afr, m, 19010518, rash am, obidile, 9
rec-219-org,   afr, , 19250611, kaniqua, wanyonyi, 9
rec-926-org,   afr, , 19170615, ndaula, ehiosun, 0
rec-1790-dup-0, afr, f, 19180028, , mukhtar, 5
rec-203-dup-0, afr, f, , kasisi, mus0kotwane, 8
rec-1262-org,   afr, , , dzigbode, winogrodsky, 8
rec-1177-org,   afr, f, 19431024, mutonyi, gutu, 4
rec-1593-dup-0, afr, f, 19160319, msafiri, ki et, 2
rec-2343-dup-0, afr, f, 19851206, angafu, kolbe, 2
rec-143-dup-0, afr, f, 19210706, ajoke, temil, 7
rec-2730-org,   afr, f, 19660203, bezzi, nze, 3
rec-2572-dup-0, afr, m, , zakw ani, ekhalie, 3
rec-2602-dup-0, afr, f, 19100703, shinuni, duhneqn, 2
rec-875-org,   afr, , 19840125, chikwendu, geyser, 3
rec-2041-org,   afr, m, 19310822, ndiaye, coetzee, 1
rec-1888-dup-0, afr, f, 19961221, kainwendo, chipiIi, 3
rec-553-dup-0, afr, g, 19040916, tiyamike, , 8
rec-631-org,   afr, m, 19450506, thabani, ledwaba, 4
rec-722-org,   afr, f, 19130620, mengisteab, perl, 3
rec-2165-org,   afr, m, 19060219, iweobiegbulam, meyers, 8
rec-2067-org,   afr, m, 19960118, ghenima, silei, 7
rec-523-org,   afr, f, 19060729, jamali, sata, 5
rec-1321-dup-0, afr, f, 19351015, nnabugwu, nits n, 2
rec-2901-dup-0, afr, f, , nkosinath, pearc, 2
rec-2573-org,   afr, f, 19390921, annakiya, odama, 4
rec-386-org,   afr, f, 19660111, rakohaja, vosloo, 5
rec-495-dup-0, afr, f, 19721008, yesuto, soucho , 3
rec-74-dup-0, afr, f, 19391123, kasisi, beilest, 6
rec-1429-org,   afr, f, , imena, kaffuko, 8
rec-1540-org,   afr, , , cazembe, rickards, 0
rec-2448-org,   afr, f, 19161024, tigist, werner, 6
rec-28-org,   afr, f, 19371105, kirabo, chemlany, 4
rec-2787-dup-0, afr, f, 19560804, mba ruku, fogarty, 4
rec-1147-dup-0, afr, f, 19290701, sizwe, dejonge, 3
rec-500-org,   afr, f, 19350223, odiinkemelu, mpaso, 6
rec-1061-dup-0, afr, f, 19260 21, gabresilassie, kabira, 1
rec-439-dup-0, afr, v, 19990919, lineo, , 1
rec-1109-org,   afr, , 19790814, nxele, seshamani, 8
rec-2850-org,   afr, f, 19950218, yekunoamilak, fitzpatrick, 0
rec-1797-dup-0, afr, , 19670831, jalili, holzt, 8
rec-374-dup-0, afr, f, 19000522, jugurfha, kipkorir, 1
rec-2014-dup-0, afr, f, 19171213, chimaijem, stiyungwa, 8
rec-2460-org,   afr, f, 19170718, kadidu, sebe, 8
rec-1436-org,   afr, f, 19580101, kinyemi, waje, 5
rec-2709-org,   afr, f, 19870315, geressu, everson, 0
rec-2858-dup-0, afr, f, 19810724, potlako, oyel edun, 6
rec-2488-dup-0, afr, f, 19100818, hor us, strauss, 9
rec-2999-org,   afr, m, 19290416, mwanahawa, akwu, 3
rec-694-dup-0, afr, f, 19001106, afia, dowling, 7
rec-1393-dup-0, afr, f, 19681010, jendayi, milo go, 9
rec-880-org,   afr, m, 19581027, mukhwana, streak, 7
rec-1196-org,   afr, m, 19400315, yomba, mtolo, 3
rec-2736-org,   afr, f, 19340127, ukaegbunam, rushton, 6
rec-2698-dup-0, afr, f, , meria, coppinger, 5
rec-656-org,   afr, m, 19521122, tesfaye, , 4
rec-2913-org,   afr, f, 19930526, deleesha, muruga, 2
rec-1553-org,   afr, f, 19090326, dol, paladin, 9
rec-354-dup-0, afr, , 19270403, onwumelu, ra w, 3
rec-2922-dup-0, afr, f, 19560417, nomab so, mestern, 1
rec-371-org,   afr, , 19881020, selemani, tengelei, 9
rec-1353-org,   afr, f, , cabha, elderson, 8
rec-180-dup-0, afr, f, 19720919, sar n, , 5
rec-2930-org,   afr, , 19510713, huseni, sekagya, 1
rec-1798-org,   afr, f, 19110127, semanda, chituwo, 1
rec-2142-org,   afr, f, 19070820, kamali, iyiazi, 9
rec-2746-dup-0, afr, f, 19790831, tewodros, svnzu, 3
rec-1355-org,   afr, f, 19670718, amanishakhete, viljoen, 0
rec-45-org,   afr, f, 19260626, mayeso, syfret, 6
rec-1951-org,   afr, , 19461107, nkokheli, iheme, 0
rec-1292-org,   afr, f, , iloerika, abiola, 2
rec-2833-org,   afr, f, , ndidiamak, kirkby, 3
rec-2566-org,   afr, f, 19390312, biftu, utura, 3
rec-357-org,   afr, f, 19061024, moti, kay, 0
rec-1937-org,   afr, f, 19270915, mfaki, okoro, 2
rec-2127-org,   afr, , 19400916, uchenna, nhlapo, 3
rec-2236-org,   afr, f, 19681027, kyansambo, kuipers, 9
rec-2457-dup-0, afr, f, , kajombo, dashe a, 3
rec-321-org,   afr, , 19570507, atsu, ross, 3
rec-2305-org,   afr, m, 19020627, andalwisye, ainsley, 9
rec-658-org,   afr, f, 19630104, zagwe, fafunwa, 3
rec-1243-dup-0, afr, m, 19370426, ogochukwu, ckangombe, 6
rec-1063-dup-0, afr, f, 197712 0, rhaxma, nielsen, 1
rec-1874-dup-0, afr, f, 19480419, madi a, kalichini, 7
rec-60-dup-0, afr, f, 19430815, mbiyu, tuhnean, 1
rec-2734-org,   afr, f, 19480716, yonkela, onyilo, 7
rec-182-org,   afr, , 19961009, juji, kaswende, 2
rec-580-org,   afr, , 19220907, chiemeka, odinga, 6
rec-113-dup-0, afr, f, 19590125, ramla, siansovo, 4
rec-2094-org,   afr, f, 19251005, phetuxolo, akinnifesi, 7
rec-2619-org,   afr, m, 19860317, muthee, amouzou, 0
rec-1528-org,   afr, f, 19710121, dsu, debebe, 2
rec-1117-org,   afr, f, 19821201, zikora, madhvani, 1
rec-1041-org,   afr, , 19731128, tovo, masaninga, 1
rec-1080-dup-0, afr, , 19171116, ebelechukwu, be t, 9
rec-1588-org,   afr, , 19290509, susaa, mwale, 3
rec-781-org,   afr, f, 19511107, kijakazi, nsambu, 7
rec-1434-dup-0, afr, m, 19440101, osagboro, eze nu, 9
rec-2331-org,   afr, f, 19840511, mbonisi, serwadda, 9
rec-564-org,   afr, m, 19050219, malawa, nyiira, 6
rec-510-dup-0, afr, f, 19051112, mad aadi, ofodile, 8
rec-2751-org,   afr, m, 19861202, nafi, kiyiapi, 6
rec-326-org,   afr, f, 19231027, lavaun, bazira, 5
rec-1535-dup-0, afr, , 19690101, krune, mat henge, 1
rec-2940-dup-0, afr, f, 19370528, brir c, ambrose, 2
rec-2154-org,   afr, f, 19491119, seun, luwum, 0
rec-2352-dup-0, afr, f, 19390114, gebreegzyabher, mbilila, 8
rec-1172-org,   afr, f, 19981203, lotanna, ochan, 9
rec-75-dup-0, afr, f, 19031025, 1isimba, loxton, 8
rec-611-dup-0, afr, m, 19051102, siyasini, , 9
rec-1367-dup-0, afr, f, 19380522, chipo, mado o, 1
rec-950-dup-0, afr, m, 19430710, afafhis, stolk, 1
rec-1118-dup-0, afr, f, 19269622, citiwala, marchant, 8
rec-1410-org,   afr, f, 19290331, tesema, onzima, 7
rec-2791-org,   afr, m, 19191024, iskinder, pemba, 0
rec-853-org,   afr, f, 19421208, masamaha, obasanho, 1
rec-380-dup-0, afr, , 19390422, nwdi, chuula, 7
rec-422-dup-0, afr, f, 194504 22, kalula, rabie, 8
rec-2848-org,   afr, f, 19590526, uruahia, winterbach, 8
rec-2317-dup-0, afr, f, 19850 24, murigo, asika, 2
rec-1152-org,   afr, , 19571119, shataina, inkosi, 7
rec-2767-org,   afr, f, 19560629, milkasa, werner, 2
rec-1503-dup-0, afr, f, 19130203, chikelu, karukire, 6
rec-902-org,   afr, f, 19590228, kanikah, bifwoli, 4
rec-687-dup-0, afr, f, 19870427, ye shi, nundwe, 3
rec-991-dup-0, afr, f, 19440118, , bulbu la, 8
rec-1401-dup-0, afr, f, 19470509, sisi, rawzon, 6
rec-890-org,   afr, f, 19420824, kamili, mwanajiti, 5
rec-1459-org,   afr, f, 19211126, makwetu, chella, 1
rec-2820-dup-0, afr, f, 19261230, mey e, ssentamu, 2
rec-1399-dup-0, afr, f, 19281211, gbo i, garo, 4
rec-2254-org,   afr, f, 19111016, aret, manza, 4
rec-2384-org,   afr, f, 19630218, chiyembekezo, thugwane, 5
rec-1965-org,   afr, m, 19610227, chadli, dhlamini, 1
rec-2553-dup-0, afr, m, 19001001, babina, ka imbi, 9
rec-2771-dup-0, afr, , 19110505, fundiswa, nonte, 8
rec-1764-dup-0, afr, , 19770731, nkosona, reddie, 8
rec-986-dup-0, afr, , 1994 105, zilgum, lorenz, 6
rec-1738-dup-0, afr, f, 19170308, uchenna, serr rier, 1
rec-145-dup-0, afr, f, 19671230, sopulu, chepckirwok, 5
rec-2378-dup-0, afr, f, 19660516, onyeoruru, mayeckiso, 8
rec-444-dup-0, afr, f, 19371111, cuca, ikisik po, 1
rec-1643-dup-0, afr, f, 19670322, okoronko, ibekwe, 9
rec-2719-dup-0, afr, , 19521230, boidumelo, ugbusien, 0
rec-1929-org,   afr, f, 19360807, fatsani, namomba, 1
rec-2473-org,   afr, f, 19661210, chukwudi, mwabu, 8
rec-2931-org,   afr, , 19491204, amanishakhete, hall, 7
rec-188-org,   afr, , 19460412, zinsa, chulumanda, 1
rec-2599-org,   afr, f, 19630811, oluwasegu, madoxx, 6
rec-1230-org,   afr, , 19571220, ndoro, looseyia, 1
rec-1635-org,   afr, f, 19000629, remba, sherwood, 8
rec-2275-org,   afr, , 19150924, iheanaco, mizen, 1
rec-2274-org,   afr, , 19070802, malenga, chikalipo, 5
rec-1522-org,   afr, f, 19630204, mumbi, tsegay, 9
rec-1193-org,   afr, f, 19450228, ultac, mainza, 4
rec-2107-org,   afr, f, 19440508, felistas, okogie, 8
rec-1659-org,   afr, f, 19080601, yerodin, naude, 0
rec-48-dup-0, afr, f, , niamu, mdala, 2
rec-1212-dup-0, afr, m, 19930428, add isu, gobey, 7
rec-444-org,   afr, f, 19371111, cuca, ikisikpo, 1
rec-982-dup-0, afr, m, 19360709, tabia, luchenze, 8
rec-2168-dup-0, afr, m, 19010402, wangugu, otuo a, 6
rec-960-org,   afr, f, 19101226, nurisha, harding, 6
rec-1890-org,   afr, f, 19901021, tafat, kigen, 8
rec-1442-org,   afr, f, 19210731, lewnis, dukku, 6
rec-1859-org,   afr, f, 19650914, sukutai, sickle, 4
rec-2204-org,   afr, m, 19420525, chinouyazura, museli, 2
rec-1129-dup-0, afr, f, 19550717, mudiw , coons, 7
rec-2711-org,   afr, f, 19860807, didyme, kapenta, 0
rec-678-dup-0, afr, f, 19700428, dhanbizao, baraza, 8
rec-1985-org,   afr, m, 19890423, gamada, ssempeke, 9
rec-2323-dup-0, afr, m, 19011204, akinsheye, kinkamba, 5
rec-2228-org,   afr, m, 19580418, winna, barighaamange, 0
rec-1473-org,   afr, f, 19731128, awinagh, malone, 9
rec-964-dup-0, afr, f, 19900623, palastsa, nketani, 0
rec-2597-org,   afr, , 19791124, nabhani, cellarius, 1
rec-276-dup-0, afr, m, 19410 723, selassie, osanebi, 4
rec-1823-org,   afr, , 19750911, bibya, zak, 9
rec-583-org,   afr, f, 19620503, semanda, bell, 4
rec-528-dup-0, afr, f, , osano, seg ed, 5
rec-1727-org,   afr, f, 19830708, vatusia, isibor, 2
rec-2344-dup-0, afr, f, 19780829, melithafa, matlpu, 3
rec-2024-org,   afr, f, 19870103, bridon, matongo, 3
rec-128-dup-0, afr, f, 19701805, meles, vigne, 5
rec-1311-org,   afr, , 19340304, badda, , 3
rec-2696-org,   afr, f, 19470209, ikhezi, devos, 7
rec-2-dup-0, afr, , 19460726, lekan, marumaogae, 4
rec-2685-dup-0, afr, , 19510602, kkosi, mugoya, 3
rec-1994-dup-0, afr, f, 19246113, kijicho, chikwakwa, 9
rec-2474-org,   afr, m, , kodzo, mbugua, 4
rec-2077-org,   afr, f, 19540309, gbemisola, wetherell, 9
rec-2967-dup-0, afr, , 19030303, betis, maimo, 3
rec-1548-org,   afr, f, 19200715, mariamu, naretti, 7
rec-545-org,   afr, f, 19880623, zeffun, feleke, 4
rec-359-org,   afr, , 19290301, mandala, mulonda, 1
rec-1017-org,   afr, m, 19390802, sitabua, akeredolu, 2
rec-1863-dup-0, afr, m, 19300814, iwecka, negassi, 5
rec-829-dup-0, afr, m, 19540 24, ekaghogho, kleinschrodt, 4
rec-558-dup-0, afr, , 19011216, xindu, , 1
rec-2978-dup-0, afr, m, 19151003, siboniso, deew s, 1
rec-125-org,   afr, f, 19791208, abeeku, sekitoleko, 6
rec-90-org,   afr, f, , kakra, aland, 9
rec-841-org,   afr, , , ajofia, camara, 6
rec-1299-org,   afr, f, 19151115, rakohaja, mengiste, 1
rec-2811-org,   afr, m, 19330315, biton, ajiborisha, 4
rec-921-org,   afr, , 19940313, kennia, kiongo, 7
rec-2408-org,   afr, m, 19210430, thabani, kempen, 2
rec-2507-dup-0, afr, f, 19560327, maluum, khishya, 3
rec-2250-dup-0, afr, f, 19350824, siyapaya, simbyakula, 2
rec-26-org,   afr, f, 19911009, wanyonyi, mbuvi, 4
rec-2316-org,   afr, f, 19530213, ngugi, moyo, 6
rec-1263-dup-0, afr, , , kalum , ochan, 1
rec-2681-org,   afr, f, 19951201, zihur, kiiza, 6
rec-1712-dup-0, afr, f, 19230325, muombwa, gathe u, 8
rec-1208-dup-0, afr, m, 19350310, timmi, muruya, 4
rec-2570-dup-0, afr, m, 19170204, ogon a, stella, 9
rec-1898-org,   afr, f, 19350525, hatshepsu, kask, 1
rec-1538-dup-0, afr, , 19861216, kwamina, jenkin son, 3
rec-2407-org,   afr, f, , mjibu, korde, 8
rec-1071-dup-0, afr, f, , kambarage, ss0zi, 9
rec-87-dup-0, afr, , 19470 30, nyframaho, marango, 6
rec-989-org,   afr, f, 19370709, zamra, schimper, 3
rec-914-org,   afr, f, 19931104, akpenamawu, hambobe, 8
rec-451-org,   afr, f, 19040419, muthengi, lezaar, 2
rec-2884-dup-0, afr, w, 19540206, yera, abol, 9
rec-1111-dup-0, afr, , 19671018, mawali, zwanepoel, 3
rec-455-org,   afr, f, 19730503, lalaina, shabi, 8
rec-2090-dup-0, afr, f, 19140928, masamba, busendidh, 4
rec-2568-org,   afr, f, 19270519, oladunni, kayihura, 5
rec-901-dup-0, afr, , 19971209, nonyr, pitt, 7
rec-2934-dup-0, afr, f, 19230204, nnecka, mopela, 2
rec-1955-org,   afr, f, 19890808, ngena, massa, 6
rec-2058-org,   afr, f, 19951109, coumba, mbida, 3
rec-2829-dup-0, afr, f, 19530713, uzima, bazra, 9
rec-723-dup-0, afr, f, 19051026, tsamellal, campbell, 0
rec-2145-org,   afr, f, 19200910, mandisa, , 7
rec-1313-org,   afr, f, 19771205, masnsen, hatimbula, 1
rec-1241-org,   afr, f, 19921031, wangondu, gupta, 6
rec-1792-dup-0, afr, f, 19420101, rukiya, stan ard, 8
rec-174-org,   afr, f, 19320303, rukiya, chenonge, 8
rec-320-dup-0, afr, f, 19520120, fal , menjo, 2
rec-714-dup-0, afr, f, 19350 723, toola, naiker, 5
rec-2825-dup-0, afr, f, 19921230, bridpn, potas, 9
rec-2878-org,   afr, m, 19740902, anyanwu, otuwe, 0
rec-144-org,   afr, m, 19450730, ekwensu, heard, 8
rec-1437-org,   afr, f, 19930519, ebelegbul, rip, 7
rec-352-dup-0, afr, f, , abosi, destta, 7
rec-322-dup-0, afr, f, 19350331, lavau n, kotze, 5
